"species";"date";"obs_id";"obs_letter";"quadrat_num";"count_30s";"count_1m";"counting_time_1m";"count_cells";"counting_time_cells";"count_TRUE";"prop_30s";"prop_1m";"prop_cells";"quadrat_order_30s";"quadrat_order_1m";"quadrat_order_cells"
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat1";26;22;23;37;145;31;0,838709677419355;0,709677419354839;1,19354838709677;1;5;9
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat2";40;62;47;79;397;94;0,425531914893617;0,659574468085106;0,840425531914894;2;6;1
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat3";2;3;15;2;125;2;1;1,5;1;3;4;7
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat4";30;46;36;49;256;54;0,555555555555556;0,851851851851852;0,907407407407407;4;8;3
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat5";37;46;43;55;270;61;0,60655737704918;0,754098360655738;0,901639344262295;5;3;6
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat6";18;20;30;20;160;20;0,9;1;1;6;9;4
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat7";60;70;51;90;359;97;0,618556701030928;0,721649484536082;0,927835051546392;7;7;5
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat8";0;0;20;0;10;0;NA;NA;NA;8;1;10
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat9";12;16;20;19;270;21;0,571428571428571;0,761904761904762;0,904761904761905;9;10;2
"FAGSYL";2021-04-14;"obs_qmvf";"A";"quadrat10";90;140;125;187;450;203;0,443349753694581;0,689655172413793;0,921182266009852;10;2;8
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat1";25;22;64;28;780;31;0,806451612903226;0,709677419354839;0,903225806451613;9;3;7
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat2";40;67;126;78;589;94;0,425531914893617;0,712765957446808;0,829787234042553;10;4;9
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat3";3;3;54;4;230;2;1,5;1,5;2;1;2;5
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat4";40;42;33;49;587;54;0,740740740740741;0,777777777777778;0,907407407407407;2;6;1
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat5";40;47;120;57;300;61;0,655737704918033;0,770491803278688;0,934426229508197;3;1;4
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat6";15;20;41;NA;592;20;0,75;1;NA;4;7;2
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat7";65;82;114;92;594;97;0,670103092783505;0,845360824742268;0,948453608247423;5;5;3
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat8";0;0;2;0;30;0;NA;NA;NA;6;9;8
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat9";18;14;28;19;340;21;0,857142857142857;0,666666666666667;0,904761904761905;7;8;10
"FAGSYL";2021-04-14;"obs_dpje";"C";"quadrat10";50;108;60;183;320;203;0,246305418719212;0,532019704433498;0,901477832512315;8;10;6
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat1";21;23;68;31;167;31;0,67741935483871;0,741935483870968;1;7;1;5
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat2";70;72;49;87;364;94;0,74468085106383;0,765957446808511;0,925531914893617;8;2;7
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat3";3;3;15;2;91;2;1,5;1,5;1;9;10;3
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat4";50;45;60;51;290;54;0,925925925925926;0,833333333333333;0,944444444444444;10;4;9
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat5";55;55;93;55;226;61;0,901639344262295;0,901639344262295;0,901639344262295;1;9;2
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat6";20;20;25;20;116;20;1;1;1;2;5;10
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat7";85;87;100;94;518;97;0,876288659793814;0,896907216494845;0,969072164948454;3;3;1
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat8";0;0;2;0;4;0;NA;NA;NA;4;7;6
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat9";15;17;40;17;148;21;0,714285714285714;0,80952380952381;0,80952380952381;5;6;8
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat10";115;170;104;196;650;203;0,566502463054187;0,83743842364532;0,96551724137931;6;8;4
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat1";25;24;44;32;400;31;0,806451612903226;0,774193548387097;1,03225806451613;5;9;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat2";38;83;80;88;600;94;0,404255319148936;0,882978723404255;0,936170212765957;6;10;5
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat3";3;3;25;2;98;2;1,5;1,5;1;7;8;1
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat4";35;46;46;51;190;54;0,648148148148148;0,851851851851852;0,944444444444444;8;2;7
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat5";30;62;60;58;210;61;0,491803278688525;1,01639344262295;0,950819672131147;9;7;10
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat6";20;20;25;20;97;20;1;1;1;10;3;8
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat7";55;90;75;95;660;97;0,56701030927835;0,927835051546392;0,979381443298969;1;1;9
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat8";0;0;12;0;20;0;NA;NA;NA;2;5;4
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat9";15;17;37;19;205;21;0,714285714285714;0,80952380952381;0,904761904761905;3;4;6
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat10";85;174;155;194;1200;203;0,41871921182266;0,857142857142857;0,955665024630542;4;6;2
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat1";20;20;35;26;82;31;0,645161290322581;0,645161290322581;0,838709677419355;10;4;8
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat2";60;73;51;85;307;94;0,638297872340426;0,776595744680851;0,904255319148936;1;5;10
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat3";2;2;10;2;191;2;1;1;1;2;3;6
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat4";40;42;30;45;291;54;0,740740740740741;0,777777777777778;0,833333333333333;3;7;2
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat5";35;43;38;53;440;61;0,573770491803279;0,704918032786885;0,868852459016393;4;2;5
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat6";20;19;15;20;278;20;1;0,95;1;5;8;3
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat7";65;70;47;88;280;97;0,670103092783505;0,721649484536082;0,907216494845361;6;6;4
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat8";0;0;14;0;69;0;NA;NA;NA;7;10;9
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat9";12;12;19;13;243;21;0,571428571428571;0,571428571428571;0,619047619047619;8;9;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat10";70;126;129;181;842;203;0,344827586206897;0,620689655172414;0,891625615763547;9;1;7
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat1";21;22;14;23;140;31;0,67741935483871;0,709677419354839;0,741935483870968;3;7;1
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat2";65;82;62;85;370;94;0,691489361702128;0,872340425531915;0,904255319148936;4;8;3
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat3";2;2;12;2;34;2;1;1;1;5;6;9
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat4";45;43;38;47;199;54;0,833333333333333;0,796296296296296;0,87037037037037;6;10;5
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat5";47;47;28;54;190;61;0,770491803278688;0,770491803278688;0,885245901639344;7;5;8
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat6";19;20;16;20;106;20;0,95;1;1;8;1;6
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat7";66;88;77;89;283;97;0,680412371134021;0,907216494845361;0,917525773195876;9;9;7
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat8";0;0;25;0;20;0;NA;NA;NA;10;3;2
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat9";15;17;31;17;122;21;0,714285714285714;0,80952380952381;0,80952380952381;1;2;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat10";100;158;126;191;584;203;0,492610837438424;0,778325123152709;0,940886699507389;2;4;10
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat1";60;28;44;30;374;35;1,71428571428571;0,8;0,857142857142857;1;5;9
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat2";26;34;86;33;306;41;0,634146341463415;0,829268292682927;0,804878048780488;2;6;1
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat3";0;0;60;8;78;4;0;0;2;3;4;7
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat4";40;61;107;68;443;58;0,689655172413793;1,05172413793103;1,17241379310345;4;8;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat5";7;7;60;8;145;14;0,5;0,5;0,571428571428571;5;3;6
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat6";18;29;72;29;240;40;0,45;0,725;0,725;6;9;4
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat7";17;30;84;33;255;34;0,5;0,882352941176471;0,970588235294118;7;7;5
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat8";2;2;120;2;80;2;1;1;1;8;1;10
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat9";42;55;108;68;541;73;0,575342465753425;0,753424657534247;0,931506849315068;9;10;2
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat10";16;18;47;17;200;19;0,842105263157895;0,947368421052632;0,894736842105263;10;2;8
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat1";17;21;75;32;437;35;0,485714285714286;0,6;0,914285714285714;9;3;7
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat2";18;26;70;33;450;41;0,439024390243902;0,634146341463415;0,804878048780488;10;4;9
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat3";0;0;10;0;20;4;0;0;0;1;2;5
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat4";45;49;80;53;600;58;0,775862068965517;0,844827586206897;0,913793103448276;2;6;1
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat5";12;7;60;8;130;14;0,857142857142857;0,5;0,571428571428571;3;1;4
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat6";16;24;50;29;303;40;0,4;0,6;0,725;4;7;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat7";13;23;59;27;340;34;0,382352941176471;0,676470588235294;0,794117647058823;5;5;3
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat8";0;0;20;2;120;2;0;0;1;6;9;8
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat9";35;45;87;63;660;73;0,479452054794521;0,616438356164384;0,863013698630137;7;8;10
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat10";12;16;40;22;197;19;0,631578947368421;0,842105263157895;1,15789473684211;8;10;6
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat1";16;17;76;29;445;35;0,457142857142857;0,485714285714286;0,828571428571429;7;1;5
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat2";16;24;60;34;303;41;0,390243902439024;0,585365853658537;0,829268292682927;8;2;7
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat3";1;0;80;0;80;4;0,25;0;0;9;10;3
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat4";33;46;89;55;423;58;0,568965517241379;0,793103448275862;0,948275862068966;10;4;9
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat5";6;7;45;7;160;14;0,428571428571429;0,5;0,5;1;9;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat6";16;18;128;30;290;40;0,4;0,45;0,75;2;5;10
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat7";12;21;125;23;390;34;0,352941176470588;0,617647058823529;0,676470588235294;3;3;1
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat8";0;2;60;2;123;2;0;1;1;4;7;6
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat9";35;41;128;63;534;73;0,479452054794521;0,561643835616438;0,863013698630137;5;6;8
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat10";14;16;38;16;153;19;0,736842105263158;0,842105263157895;0,842105263157895;6;8;4
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat1";9;20;50;23;130;35;0,257142857142857;0,571428571428571;0,657142857142857;5;9;3
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat2";24;27;20;27;149;41;0,585365853658537;0,658536585365854;0,658536585365854;6;10;5
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat3";5;3;20;2;190;4;1,25;0,75;0,5;7;8;1
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat4";28;42;50;49;370;58;0,482758620689655;0,724137931034483;0,844827586206897;8;2;7
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat5";5;5;10;7;165;14;0,357142857142857;0,357142857142857;0,5;9;7;10
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat6";15;19;40;22;370;40;0,375;0,475;0,55;10;3;8
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat7";5;15;100;29;200;34;0,147058823529412;0,441176470588235;0,852941176470588;1;1;9
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat8";0;0;0;2;125;2;0;0;1;2;5;4
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat9";20;30;48;54;605;73;0,273972602739726;0,410958904109589;0,73972602739726;3;4;6
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat10";6;8;40;14;249;19;0,315789473684211;0,421052631578947;0,736842105263158;4;6;2
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat1";8;18;183;30;506;35;0,228571428571429;0,514285714285714;0,857142857142857;10;4;8
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat2";20;23;42;33;213;41;0,48780487804878;0,560975609756098;0,804878048780488;1;5;10
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat3";0;0;12;0;0;4;0;0;0;2;3;6
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat4";30;44;82;51;410;58;0,517241379310345;0,758620689655172;0,879310344827586;3;7;2
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat5";7;8;62;8;141;14;0,5;0,571428571428571;0,571428571428571;4;2;5
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat6";17;21;46;26;234;40;0,425;0,525;0,65;5;8;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat7";12;19;82;28;333;34;0,352941176470588;0,558823529411765;0,823529411764706;6;6;4
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat8";4;2;25;2;90;2;2;1;1;7;10;9
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat9";30;59;160;61;600;73;0,410958904109589;0,808219178082192;0,835616438356164;8;9;1
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat10";15;17;76;17;152;19;0,789473684210526;0,894736842105263;0,894736842105263;9;1;7
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat1";13;14;120;26;346;35;0,371428571428571;0,4;0,742857142857143;3;7;1
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat2";21;28;140;33;457;41;0,51219512195122;0,682926829268293;0,804878048780488;4;8;3
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat3";2;1;45;2;75;4;0,5;0,25;0,5;5;6;9
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat4";40;41;80;51;480;58;0,689655172413793;0,706896551724138;0,879310344827586;6;10;5
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat5";19;7;60;7;465;14;1,35714285714286;0,5;0,5;7;5;8
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat6";18;21;120;22;360;40;0,45;0,525;0,55;8;1;6
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat7";11;17;60;18;420;34;0,323529411764706;0,5;0,529411764705882;9;9;7
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat8";1;2;30;2;120;2;0,5;1;1;10;3;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat9";30;35;80;51;700;73;0,410958904109589;0,479452054794521;0,698630136986301;1;2;4
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat10";13;14;60;18;206;19;0,684210526315789;0,736842105263158;0,947368421052632;2;4;10
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat1";10;82;10;28;430;35;0,285714285714286;2,34285714285714;0,8;4;8;2
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat2";23;26;48;29;230;41;0,560975609756098;0,634146341463415;0,707317073170732;5;9;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat3";1;1;33;1;42;4;0,25;0,25;0,25;6;7;10
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat4";35;30;50;59;420;58;0,603448275862069;0,517241379310345;1,01724137931034;7;1;6
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat5";6;4;34;7;88;14;0,428571428571429;0,285714285714286;0,5;8;6;9
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat6";16;23;60;25;212;40;0,4;0,575;0,625;9;2;7
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat7";7;14;70;24;221;34;0,205882352941176;0,411764705882353;0,705882352941177;10;10;8
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat8";1;1;19;2;47;2;0,5;0,5;1;1;4;3
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat9";25;42;90;60;491;73;0,342465753424658;0,575342465753425;0,821917808219178;2;3;5
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat10";10;16;41;16;170;19;0,526315789473684;0,842105263157895;0,842105263157895;3;5;1
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat1";20;24;90;69;539;83;0,240963855421687;0,289156626506024;0,831325301204819;1;5;9
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat2";15;27;99;54;774;76;0,197368421052632;0,355263157894737;0,710526315789474;2;6;1
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat3";2;2;43;3;174;5;0,4;0,4;0,6;3;4;7
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat4";30;36;80;89;669;118;0,254237288135593;0,305084745762712;0,754237288135593;4;8;3
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat5";4;4;64;6;265;8;0,5;0,5;0,75;5;3;6
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat6";5;5;57;9;319;9;0,555555555555556;0,555555555555556;1;6;9;4
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat7";50;103;155;241;960;295;0,169491525423729;0,349152542372881;0,816949152542373;7;7;5
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat8";1;1;73;1;149;1;1;1;1;8;1;10
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat9";25;30;70;72;701;81;0,308641975308642;0,37037037037037;0,888888888888889;9;10;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat10";40;72;100;146;610;235;0,170212765957447;0,306382978723404;0,621276595744681;10;2;8
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat1";25;23;49;68;334;83;0,301204819277108;0,27710843373494;0,819277108433735;9;3;7
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat2";20;31;68;60;460;76;0,263157894736842;0,407894736842105;0,789473684210526;10;4;9
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat3";2;2;43;4;142;5;0,4;0,4;0,8;1;2;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat4";40;34;59;91;497;118;0,338983050847458;0,288135593220339;0,771186440677966;4;6;1
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat5";1;3;23;9;300;8;0,125;0,375;1,125;3;1;4
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat6";5;6;34;11;245;9;0,555555555555556;0,666666666666667;1,22222222222222;2;7;2
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat7";45;81;48;242;643;295;0,152542372881356;0,274576271186441;0,820338983050847;5;5;3
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat8";2;1;57;1;126;1;2;1;1;6;9;8
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat9";20;39;60;65;290;81;0,246913580246914;0,481481481481481;0,802469135802469;7;8;10
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat10";45;107;73;161;304;235;0,191489361702128;0,45531914893617;0,685106382978723;8;10;6
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat1";15;24;187;53;681;83;0,180722891566265;0,289156626506024;0,63855421686747;7;1;7
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat2";5;30;232;26;767;76;0,0657894736842105;0,394736842105263;0,342105263157895;8;2;6
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat3";2;3;140;1;425;5;0,4;0,6;0,2;9;10;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat4";40;54;175;94;398;118;0,338983050847458;0,457627118644068;0,796610169491525;10;4;9
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat5";2;4;132;4;370;8;0,25;0,5;0,5;1;9;3
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat6";4;6;109;6;280;9;0,444444444444444;0,666666666666667;0,666666666666667;2;5;10
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat7";85;35;360;294;2050;295;0,288135593220339;0,11864406779661;0,996610169491525;4;3;1
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat8";1;1;216;0;299;1;1;1;0;3;7;5
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat9";25;21;218;56;600;81;0,308641975308642;0,259259259259259;0,691358024691358;5;6;8
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat10";23;87;212;147;872;235;0,0978723404255319;0,370212765957447;0,625531914893617;6;8;4
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat1";15;38;91;85;871;83;0,180722891566265;0,457831325301205;1,02409638554217;5;9;3
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat2";8;10;86;29;500;76;0,105263157894737;0,131578947368421;0,381578947368421;6;10;5
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat3";2;2;42;3;143;5;0,4;0,4;0,6;7;8;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat4";45;72;102;93;303;118;0,38135593220339;0,610169491525424;0,788135593220339;8;2;7
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat5";4;5;78;8;303;8;0,5;0,625;1;9;7;10
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat6";3;10;75;9;313;9;0,333333333333333;1,11111111111111;1;10;3;8
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat7";50;94;138;179;421;295;0,169491525423729;0,31864406779661;0,606779661016949;1;1;9
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat8";1;1;80;1;308;1;1;1;1;2;5;4
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat9";30;39;89;71;355;81;0,37037037037037;0,481481481481481;0,876543209876543;3;4;6
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat10";25;45;80;255;2495;235;0,106382978723404;0,191489361702128;1,08510638297872;4;6;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat1";23;36;111;65;570;83;0,27710843373494;0,433734939759036;0,783132530120482;10;4;7
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat2";18;23;103;58;663;76;0,236842105263158;0,302631578947368;0,763157894736842;1;5;10
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat3";2;2;70;3;384;5;0,4;0,4;0,6;2;3;5
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat4";42;65;160;78;532;118;0,355932203389831;0,550847457627119;0,661016949152542;3;7;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat5";2;4;63;6;382;8;0,25;0,5;0,75;4;2;4
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat6";4;5;67;9;404;9;0,444444444444444;0,555555555555556;1;5;8;3
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat7";59;103;206;185;941;295;0,2;0,349152542372881;0,627118644067797;6;6;6
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat8";1;1;95;1;292;1;1;1;1;7;10;8
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat9";39;40;122;70;695;81;0,481481481481481;0,493827160493827;0,864197530864197;8;9;1
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat10";29;34;106;178;881;235;0,123404255319149;0,14468085106383;0,757446808510638;9;1;9
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat1";18;45;160;75;1220;83;0,216867469879518;0,542168674698795;0,903614457831325;3;7;1
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat2";6;20;80;57;1290;76;0,0789473684210526;0,263157894736842;0,75;4;8;3
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat3";2;2;60;3;110;5;0,4;0,4;0,6;5;6;9
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat4";33;60;100;97;890;118;0,279661016949153;0,508474576271186;0,822033898305085;6;10;5
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat5";6;3;100;5;245;8;0,75;0,375;0,625;7;5;8
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat6";3;4;105;6;255;9;0,333333333333333;0,444444444444444;0,666666666666667;8;1;6
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat7";40;115;160;198;990;295;0,135593220338983;0,389830508474576;0,671186440677966;9;9;7
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat8";1;1;70;1;200;1;1;1;1;10;3;2
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat9";12;32;100;72;1000;81;0,148148148148148;0,395061728395062;0,888888888888889;1;2;4
"BRORUB";2021-04-16;"obs_emom";"I";"quadrat10";20;45;90;154;668;235;0,0851063829787234;0,191489361702128;0,65531914893617;2;4;10
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat1";10;26;210;30;483;50;0,2;0,52;0,6;1;5;8
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat2";1;66;420;98;1660;118;0,00847457627118644;0,559322033898305;0,830508474576271;3;6;1
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat3";30;4;180;2;245;10;3;0,4;0,2;2;4;7
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat4";8;71;600;83;1090;131;0,0610687022900763;0,541984732824427;0,633587786259542;6;8;3
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat5";12;12;210;15;410;18;0,666666666666667;0,666666666666667;0,833333333333333;4;3;6
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat6";50;43;300;42;1025;68;0,735294117647059;0,632352941176471;0,617647058823529;5;9;4
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat7";2;9;210;3;195;16;0,125;0,5625;0,1875;7;7;5
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat8";2;6;210;7;240;15;0,133333333333333;0,4;0,466666666666667;8;1;10
"SHEARV";2021-04-23;"obs_wpdy";"A";"quadrat9";7;18;420;27;1400;39;0,179487179487179;0,461538461538462;0,692307692307692;9;10;2
