"species";"obs_id";"obs_letter";"counting_method";"quadrat_num";"count";"counting_time";"prop_detect";"quadrat_order";"count_TRUE";"species_conspicuousness";"habitat_closure";"exp_bota";"excess_detect"
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat2";36;544;0,378947368421053;1;95;1;-0,592972469876326;2;0
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat4";5;300;0,0510204081632653;3;98;1;0,877351818790586;2;0
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat5";31;405;0,397435897435897;4;78;1;-0,256967915067681;2;0
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat6";12;360;0,13953488372093;2;86;1;0,113925430571033;2;0
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat7";48;647;0,424778761061947;5;113;1;0,423909293904594;2;0
"CARFLA";"obs_lktg";"A";"count_cells";"quadrat9";79;690;0,323770491803279;6;244;1;0,391290583057806;2;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat1";18;30;0,321428571428571;9;56;1;0,228143973679328;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat10";15;30;0,1171875;8;128;1;0,769678239909463;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat2";38;30;0,4;10;95;1;-0,592972469876326;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat4";15;30;0,153061224489796;2;98;1;0,877351818790586;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat5";18;30;0,230769230769231;3;78;1;-0,256967915067681;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat6";16;30;0,186046511627907;4;86;1;0,113925430571033;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat7";40;30;0,353982300884956;5;113;1;0,423909293904594;1;0
"CARFLA";"obs_pgxa";"C";"count_30s";"quadrat9";44;30;0,180327868852459;7;244;1;0,391290583057806;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat1";8;230;0,142857142857143;3;56;1;0,228143973679328;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat10";23;216;0,1796875;10;128;1;0,769678239909463;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat2";43;255;0,452631578947368;4;95;1;-0,592972469876326;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat4";16;289;0,163265306122449;6;98;1;0,877351818790586;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat5";30;120;0,384615384615385;1;78;1;-0,256967915067681;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat6";17;214;0,197674418604651;7;86;1;0,113925430571033;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat7";53;407;0,469026548672566;5;113;1;0,423909293904594;1;0
"CARFLA";"obs_pgxa";"C";"count_1m";"quadrat9";60;238;0,245901639344262;8;244;1;0,391290583057806;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat1";37;605;0,660714285714286;7;56;1;0,228143973679328;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat10";102;1180;0,796875;6;128;1;0,769678239909463;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat2";69;620;0,726315789473684;10;95;1;-0,592972469876326;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat4";25;720;0,255102040816327;1;98;1;0,877351818790586;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat5";61;600;0,782051282051282;3;78;1;-0,256967915067681;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat6";47;590;0,546511627906977;5;86;1;0,113925430571033;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat7";92;1035;0,814159292035398;2;113;1;0,423909293904594;1;0
"CARFLA";"obs_pgxa";"C";"count_cells";"quadrat9";150;970;0,614754098360656;9;244;1;0,391290583057806;1;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat1";3;30;0,0535714285714286;7;56;1;0,228143973679328;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat10";6;30;0,046875;6;128;1;0,769678239909463;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat2";22;30;0,231578947368421;8;95;1;-0,592972469876326;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat4";5;30;0,0510204081632653;10;98;1;0,877351818790586;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat5";10;30;0,128205128205128;1;78;1;-0,256967915067681;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat6";10;30;0,116279069767442;2;86;1;0,113925430571033;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat7";8;30;0,0707964601769911;3;113;1;0,423909293904594;3;0
"CARFLA";"obs_qsyn";"E";"count_30s";"quadrat9";28;30;0,114754098360656;5;244;1;0,391290583057806;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat1";6;120;0,107142857142857;1;56;1;0,228143973679328;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat10";16;120;0,125;8;128;1;0,769678239909463;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat2";33;110;0,347368421052632;2;95;1;-0,592972469876326;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat4";5;120;0,0510204081632653;4;98;1;0,877351818790586;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat5";20;75;0,256410256410256;9;78;1;-0,256967915067681;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat6";5;60;0,0581395348837209;6;86;1;0,113925430571033;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat7";22;100;0,194690265486726;3;113;1;0,423909293904594;3;0
"CARFLA";"obs_qsyn";"E";"count_1m";"quadrat9";30;120;0,122950819672131;5;244;1;0,391290583057806;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat1";28;620;0,5;6;56;1;0,228143973679328;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat10";43;545;0,3359375;5;128;1;0,769678239909463;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat2";34;479;0,357894736842105;9;95;1;-0,592972469876326;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat4";17;105;0,173469387755102;8;98;1;0,877351818790586;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat5";37;705;0,474358974358974;2;78;1;-0,256967915067681;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat6";11;305;0,127906976744186;4;86;1;0,113925430571033;3;0
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat7";NA;NA;NA;1;113;1;0,423909293904594;3;NA
"CARFLA";"obs_qsyn";"E";"count_cells";"quadrat9";29;370;0,118852459016393;10;244;1;0,391290583057806;3;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat1";6;30;0,105263157894737;7;57;2;0,543564288820687;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat10";10;30;0,3125;6;32;2;0,255432343007386;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat2";50;30;0,5;8;100;2;0,290215023548387;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat4";0;30;0;10;16;2;0,130340896283495;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat5";3;30;0,3;1;10;2;0,154303728353434;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat6";30;30;0,882352941176471;2;34;2;0,253268373313173;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat7";45;30;0,6;3;75;2;0,385907186394541;5;0
"CHRALT";"obs_avas";"E";"count_30s";"quadrat9";65;30;0,270833333333333;5;240;2;0,421798379354916;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat1";5;40;0,087719298245614;1;57;2;0,543564288820687;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat10";24;46;0,75;8;32;2;0,255432343007386;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat2";59;60;0,59;2;100;2;0,290215023548387;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat4";12;30;0,75;4;16;2;0,130340896283495;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat5";3;15;0,3;9;10;2;0,154303728353434;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat6";29;47;0,852941176470588;5;34;2;0,253268373313173;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat7";35;137;0,466666666666667;3;75;2;0,385907186394541;5;0
"CHRALT";"obs_avas";"E";"count_1m";"quadrat9";135;155;0,5625;6;240;2;0,421798379354916;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat1";10;200;0,175438596491228;5;57;2;0,543564288820687;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat10";21;195;0,65625;4;32;2;0,255432343007386;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat2";96;423;0,96;10;100;2;0,290215023548387;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat4";13;130;0,8125;7;16;2;0,130340896283495;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat5";3;60;0,3;2;10;2;0,154303728353434;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat6";34;208;1;8;34;2;0,253268373313173;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat7";52;212;0,693333333333333;1;75;2;0,385907186394541;5;0
"CHRALT";"obs_avas";"E";"count_cells";"quadrat9";201;714;0,8375;9;240;2;0,421798379354916;5;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat1";4;30;0,0701754385964912;5;57;2;0,543564288820687;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat10";11;30;0,34375;4;32;2;0,255432343007386;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat2";35;30;0,35;6;100;2;0,290215023548387;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat4";12;30;0,75;8;16;2;0,130340896283495;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat5";3;30;0,3;9;10;2;0,154303728353434;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat6";25;30;0,735294117647059;10;34;2;0,253268373313173;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat7";50;30;0,666666666666667;1;75;2;0,385907186394541;3;0
"CHRALT";"obs_citm";"G";"count_30s";"quadrat9";50;30;0,208333333333333;3;240;2;0,421798379354916;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat1";5;70;0,087719298245614;9;57;2;0,543564288820687;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat10";19;60;0,59375;6;32;2;0,255432343007386;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat2";44;130;0,44;10;100;2;0,290215023548387;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat4";11;30;0,6875;2;16;2;0,130340896283495;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat5";3;15;0,3;7;10;2;0,154303728353434;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat6";29;60;0,852941176470588;3;34;2;0,253268373313173;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat7";58;150;0,773333333333333;1;75;2;0,385907186394541;3;0
"CHRALT";"obs_citm";"G";"count_1m";"quadrat9";108;180;0,45;4;240;2;0,421798379354916;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat1";5;140;0,087719298245614;3;57;2;0,543564288820687;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat10";19;150;0,59375;2;32;2;0,255432343007386;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat2";89;670;0,89;10;100;2;0,290215023548387;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat4";13;180;0,8125;7;16;2;0,130340896283495;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat5";3;240;0,3;6;10;2;0,154303728353434;3;0
"CHRALT";"obs_citm";"G";"count_cells";"quadrat6";35;265;1,02941176470588;8;34;2;0,253268373313173;3;1
"CHRALT";"obs_citm";"G";"count_cells";"quadrat7";77;420;1,02666666666667;4;75;2;0,385907186394541;3;1
"CHRALT";"obs_citm";"G";"count_cells";"quadrat9";200;1500;0,833333333333333;9;240;2;0,421798379354916;3;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat1";4;30;0,0701754385964912;3;57;2;0,543564288820687;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat10";14;30;0,4375;2;32;2;0,255432343007386;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat2";20;30;0,2;4;100;2;0,290215023548387;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat4";7;30;0,4375;6;16;2;0,130340896283495;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat5";3;30;0,3;7;10;2;0,154303728353434;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat6";15;30;0,441176470588235;8;34;2;0,253268373313173;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat7";30;30;0,4;9;75;2;0,385907186394541;2;0
"CHRALT";"obs_cola";"I";"count_30s";"quadrat9";100;30;0,416666666666667;1;240;2;0,421798379354916;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat1";5;80;0,087719298245614;7;57;2;0,543564288820687;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat10";18;180;0,5625;4;32;2;0,255432343007386;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat2";51;120;0,51;8;100;2;0,290215023548387;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat4";12;60;0,75;10;16;2;0,130340896283495;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat5";3;50;0,3;5;10;2;0,154303728353434;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat6";26;150;0,764705882352941;1;34;2;0,253268373313173;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat7";40;130;0,533333333333333;9;75;2;0,385907186394541;2;0
"CHRALT";"obs_cola";"I";"count_1m";"quadrat9";65;320;0,270833333333333;2;240;2;0,421798379354916;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat1";6;410;0,105263157894737;1;57;2;0,543564288820687;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat10";18;380;0,5625;10;32;2;0,255432343007386;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat2";76;1120;0,76;3;100;2;0,290215023548387;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat4";10;210;0,625;5;16;2;0,130340896283495;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat5";5;180;0,5;8;10;2;0,154303728353434;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat6";35;570;1,02941176470588;6;34;2;0,253268373313173;2;1
"CHRALT";"obs_cola";"I";"count_cells";"quadrat7";44;815;0,586666666666667;7;75;2;0,385907186394541;2;0
"CHRALT";"obs_cola";"I";"count_cells";"quadrat9";130;1460;0,541666666666667;4;240;2;0,421798379354916;2;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat1";8;30;0,140350877192982;1;57;2;0,543564288820687;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat10";7;30;0,21875;10;32;2;0,255432343007386;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat2";53;30;0,53;2;100;2;0,290215023548387;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat4";13;30;0,8125;4;16;2;0,130340896283495;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat5";6;30;0,6;5;10;2;0,154303728353434;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat6";31;30;0,911764705882353;6;34;2;0,253268373313173;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat7";58;30;0,773333333333333;7;75;2;0,385907186394541;4;0
"CHRALT";"obs_fxol";"A";"count_30s";"quadrat9";100;30;0,416666666666667;9;240;2;0,421798379354916;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat1";6;57;0,105263157894737;5;57;2;0,543564288820687;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat10";21;60;0,65625;2;32;2;0,255432343007386;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat2";77;125;0,77;6;100;2;0,290215023548387;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat4";14;39;0,875;8;16;2;0,130340896283495;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat5";3;27;0,3;3;10;2;0,154303728353434;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat6";32;72;0,941176470588235;9;34;2;0,253268373313173;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat7";59;138;0,786666666666667;7;75;2;0,385907186394541;4;0
"CHRALT";"obs_fxol";"A";"count_1m";"quadrat9";100;180;0,416666666666667;10;240;2;0,421798379354916;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat1";22;616;0,385964912280702;9;57;2;0,543564288820687;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat10";25;486;0,78125;8;32;2;0,255432343007386;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat2";78;492;0,78;1;100;2;0,290215023548387;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat4";12;130;0,75;3;16;2;0,130340896283495;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat5";7;266;0,7;6;10;2;0,154303728353434;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat6";35;157;1,02941176470588;4;34;2;0,253268373313173;4;1
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat7";74;297;0,986666666666667;5;75;2;0,385907186394541;4;0
"CHRALT";"obs_fxol";"A";"count_cells";"quadrat9";193;737;0,804166666666667;2;240;2;0,421798379354916;4;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat1";4;30;0,0701754385964912;9;57;2;0,543564288820687;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat10";17;30;0,53125;8;32;2;0,255432343007386;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat2";55;30;0,55;10;100;2;0,290215023548387;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat4";12;30;0,75;2;16;2;0,130340896283495;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat5";3;30;0,3;3;10;2;0,154303728353434;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat6";40;30;1,17647058823529;4;34;2;0,253268373313173;3;1
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat7";60;30;0,8;5;75;2;0,385907186394541;3;0
"CHRALT";"obs_nfsc";"C";"count_30s";"quadrat9";120;30;0,5;7;240;2;0,421798379354916;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat1";5;61;0,087719298245614;3;57;2;0,543564288820687;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat10";26;89;0,8125;10;32;2;0,255432343007386;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat2";90;231;0,9;4;100;2;0,290215023548387;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat4";14;57;0,875;6;16;2;0,130340896283495;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat5";3;34;0,3;1;10;2;0,154303728353434;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat6";35;92;1,02941176470588;7;34;2;0,253268373313173;3;1
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat7";67;224;0,893333333333333;5;75;2;0,385907186394541;3;0
"CHRALT";"obs_nfsc";"C";"count_1m";"quadrat9";164;288;0,683333333333333;8;240;2;0,421798379354916;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat1";6;321;0,105263157894737;7;57;2;0,543564288820687;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat10";24;410;0,75;6;32;2;0,255432343007386;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat2";93;413;0,93;9;100;2;0,290215023548387;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat4";18;334;1,125;1;16;2;0,130340896283495;3;1
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat5";3;157;0,3;4;10;2;0,154303728353434;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat6";32;369;0,941176470588235;2;34;2;0,253268373313173;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat7";56;691;0,746666666666667;3;75;2;0,385907186394541;3;0
"CHRALT";"obs_nfsc";"C";"count_cells";"quadrat9";193;735;0,804166666666667;10;240;2;0,421798379354916;3;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat1";1;30;0,2;9;5;2;-0,0132238755580027;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat10";2;30;0,666666666666667;8;3;2;-1,29797167635214;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat2";5;30;1;10;5;2;0,268469216317195;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat4";36;30;0,765957446808511;2;47;2;0,281506089627004;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat5";6;30;0,6;3;10;2;-0,077405839976741;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat6";2;30;0,4;4;5;2;0,273905668124993;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat7";4;30;1;5;4;2;-0,78472818158037;2;0
"EPIAPH";"obs_afyw";"C";"count_30s";"quadrat9";4;30;1;7;4;2;-1,64938929474294;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat1";5;22;1;3;5;2;-0,0132238755580027;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat10";3;26;1;10;3;2;-1,29797167635214;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat2";5;24;1;4;5;2;0,268469216317195;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat4";37;78;0,787234042553192;6;47;2;0,281506089627004;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat5";7;55;0,7;1;10;2;-0,077405839976741;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat6";2;42;0,4;7;5;2;0,273905668124993;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat7";4;38;1;5;4;2;-0,78472818158037;2;0
"EPIAPH";"obs_afyw";"C";"count_1m";"quadrat9";3;33;0,75;8;4;2;-1,64938929474294;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat1";5;60;1;7;5;2;-0,0132238755580027;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat10";3;45;1;6;3;2;-1,29797167635214;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat2";5;85;1;9;5;2;0,268469216317195;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat4";40;315;0,851063829787234;1;47;2;0,281506089627004;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat5";5;52;0,5;4;10;2;-0,077405839976741;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat6";2;125;0,4;2;5;2;0,273905668124993;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat7";4;40;1;3;4;2;-0,78472818158037;2;0
"EPIAPH";"obs_afyw";"C";"count_cells";"quadrat9";3;62;0,75;10;4;2;-1,64938929474294;2;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat1";5;30;1;3;5;2;-0,0132238755580027;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat10";3;30;1;2;3;2;-1,29797167635214;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat2";5;30;1;4;5;2;0,268469216317195;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat4";30;30;0,638297872340426;6;47;2;0,281506089627004;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat5";6;30;0,6;7;10;2;-0,077405839976741;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat6";4;30;0,8;8;5;2;0,273905668124993;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat7";4;30;1;9;4;2;-0,78472818158037;5;0
"EPIAPH";"obs_avas";"I";"count_30s";"quadrat9";2;30;0,5;1;4;2;-1,64938929474294;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat1";5;25;1;7;5;2;-0,0132238755580027;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat10";3;10;1;4;3;2;-1,29797167635214;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat2";5;20;1;8;5;2;0,268469216317195;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat4";36;48;0,765957446808511;10;47;2;0,281506089627004;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat5";9;28;0,9;5;10;2;-0,077405839976741;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat6";3;10;0,6;1;5;2;0,273905668124993;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat7";4;17;1;9;4;2;-0,78472818158037;5;0
"EPIAPH";"obs_avas";"I";"count_1m";"quadrat9";3;10;0,75;2;4;2;-1,64938929474294;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat1";5;41;1;1;5;2;-0,0132238755580027;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat10";2;24;0,666666666666667;10;3;2;-1,29797167635214;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat2";5;63;1;3;5;2;0,268469216317195;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat4";40;147;0,851063829787234;5;47;2;0,281506089627004;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat5";9;78;0,9;8;10;2;-0,077405839976741;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat6";2;25;0,4;6;5;2;0,273905668124993;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat7";4;30;1;7;4;2;-0,78472818158037;5;0
"EPIAPH";"obs_avas";"I";"count_cells";"quadrat9";3;41;0,75;4;4;2;-1,64938929474294;5;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat1";5;30;1;1;5;2;-0,0132238755580027;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat10";3;30;1;10;3;2;-1,29797167635214;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat2";5;30;1;2;5;2;0,268469216317195;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat4";42;30;0,893617021276596;4;47;2;0,281506089627004;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat5";7;30;0,7;5;10;2;-0,077405839976741;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat6";3;30;0,6;6;5;2;0,273905668124993;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat7";4;30;1;7;4;2;-0,78472818158037;2;0
"EPIAPH";"obs_btow";"A";"count_30s";"quadrat9";4;30;1;9;4;2;-1,64938929474294;2;0
"EPIAPH";"obs_btow";"A";"count_1m";"quadrat1";4;22;0,8;5;5;2;-0,0132238755580027;2;0
"EPIAPH";"obs_btow";"A";"count_1m";"quadrat10";3;20;1;2;3;2;-1,29797167635214;2;0
"EPIAPH";"obs_btow";"A";"count_1m";"quadrat2";5;28;1;6;5;2;0,268469216317195;2;0
"EPIAPH";"obs_btow";"A";"count_1m";"quadrat4";42;128;0,893617021276596;8;47;2;0,281506089627004;2;0
"EPIAPH";"obs_btow";"A";"count_1m";"quadrat5";7;43;0,7;3;10;2;-0,077405839976741;2;0
