"species";"date";"obs_id";"obs_letter";"quadrat_num";"count_30s";"count_1m";"counting_time_1m";"count_cells";"counting_time_cells";"prop_30s";"prop_1m";"prop_cells";"quadrat_order_30s";"quadrat_order_1m";"quadrat_order_cells";"vegetation_cover";"height_max";"count_TRUE";"occupied_cells_TRUE";"veg_height_median";"species_conspicuousness";"habitat_closure";"exp_bota"
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat5";55;55;93;55;226;0,901639344262295;0,901639344262295;0,901639344262295;1;9;2;6;15;61;32;4,7;1;-1,57111499973956;2
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat6";20;20;25;20;116;1;1;1;2;5;10;2;11,5;20;16;6,3;1;-1,56245912096271;2
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat7";85;87;100;94;518;0,876288659793814;0,896907216494845;0,969072164948454;3;3;1;11;12,9;97;49;3;1;-1,56562549278722;2
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat9";15;17;40;17;148;0,714285714285714;0,80952380952381;0,80952380952381;5;6;8;4;12,7;21;20;5,5;1;-1,56678706035113;2
"FAGSYL";2021-04-14;"obs_heia";"E";"quadrat10";115;170;104;196;650;0,566502463054187;0,83743842364532;0,96551724137931;6;8;4;12;9,8;203;62;6;1;-1,3829501010163;2
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat1";25;24;44;32;400;0,806451612903226;0,774193548387097;1,03225806451613;5;9;3;3;8,9;31;23;3,5;1;-1,69509793404407;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat2";38;83;80;88;600;0,404255319148936;0,882978723404255;0,936170212765957;6;10;5;8;12,1;94;40;4,2;1;-1,55913358370459;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat4";35;46;46;51;190;0,648148148148148;0,851851851851852;0,944444444444444;8;2;7;5;9,1;54;25;4,5;1;-1,60156974089213;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat6";20;20;25;20;97;1;1;1;10;3;8;2;11,5;20;16;6,3;1;-1,56245912096271;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat7";55;90;75;95;660;0,56701030927835;0,927835051546392;0,979381443298969;1;1;9;11;12,9;97;49;3;1;-1,56562549278722;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat9";15;17;37;19;205;0,714285714285714;0,80952380952381;0,904761904761905;3;4;6;4;12,7;21;20;5,5;1;-1,56678706035113;3
"FAGSYL";2021-04-14;"obs_ydiz";"G";"quadrat10";85;174;155;194;1200;0,41871921182266;0,857142857142857;0,955665024630542;4;6;2;12;9,8;203;62;6;1;-1,3829501010163;3
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat1";20;20;35;26;82;0,645161290322581;0,645161290322581;0,838709677419355;10;4;8;3;8,9;31;23;3,5;1;-1,69509793404407;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat2";60;73;51;85;307;0,638297872340426;0,776595744680851;0,904255319148936;1;5;10;8;12,1;94;40;4,2;1;-1,55913358370459;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat3";2;2;10;2;191;1;1;1;2;3;6;1;9;2;2;2,3;1;-1,79949903081161;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat4";40;42;30;45;291;0,740740740740741;0,777777777777778;0,833333333333333;3;7;2;5;9,1;54;25;4,5;1;-1,60156974089213;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat5";35;43;38;53;440;0,573770491803279;0,704918032786885;0,868852459016393;4;2;5;6;15;61;32;4,7;1;-1,57111499973956;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat6";20;19;15;20;278;1;0,95;1;5;8;3;2;11,5;20;16;6,3;1;-1,56245912096271;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat7";65;70;47;88;280;0,670103092783505;0,721649484536082;0,907216494845361;6;6;4;11;12,9;97;49;3;1;-1,56562549278722;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat9";12;12;19;13;243;0,571428571428571;0,571428571428571;0,619047619047619;8;9;1;4;12,7;21;20;5,5;1;-1,56678706035113;1
"FAGSYL";2021-04-14;"obs_ymis";"B";"quadrat10";70;126;129;181;842;0,344827586206897;0,620689655172414;0,891625615763547;9;1;7;12;9,8;203;62;6;1;-1,3829501010163;1
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat1";21;22;14;23;140;0,67741935483871;0,709677419354839;0,741935483870968;3;7;1;3;8,9;31;23;3,5;1;-1,69509793404407;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat2";65;82;62;85;370;0,691489361702128;0,872340425531915;0,904255319148936;4;8;3;8;12,1;94;40;4,2;1;-1,55913358370459;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat3";2;2;12;2;34;1;1;1;5;6;9;1;9;2;2;2,3;1;-1,79949903081161;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat4";45;43;38;47;199;0,833333333333333;0,796296296296296;0,87037037037037;6;10;5;5;9,1;54;25;4,5;1;-1,60156974089213;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat5";47;47;28;54;190;0,770491803278688;0,770491803278688;0,885245901639344;7;5;8;6;15;61;32;4,7;1;-1,57111499973956;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat6";19;20;16;20;106;0,95;1;1;8;1;6;2;11,5;20;16;6,3;1;-1,56245912096271;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat7";66;88;77;89;283;0,680412371134021;0,907216494845361;0,917525773195876;9;9;7;11;12,9;97;49;3;1;-1,56562549278722;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat9";15;17;31;17;122;0,714285714285714;0,80952380952381;0,80952380952381;1;2;4;4;12,7;21;20;5,5;1;-1,56678706035113;4
"FAGSYL";2021-04-14;"obs_fxol";"I";"quadrat10";100;158;126;191;584;0,492610837438424;0,778325123152709;0,940886699507389;2;4;10;12;9,8;203;62;6;1;-1,3829501010163;4
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat1";60;28;44;30;374;1,71428571428571;0,8;0,857142857142857;1;5;9;94;19,4;35;16;10,9;2;0,489146715598172;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat2";26;34;86;33;306;0,634146341463415;0,829268292682927;0,804878048780488;2;6;1;9;13,8;41;22;2,2;2;-1,64828078232357;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat3";0;0;60;8;78;0;0;2;3;4;7;14;39,4;4;4;2,8;2;-1,51775288379188;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat5";7;7;60;8;145;0,5;0,5;0,571428571428571;5;3;6;22;34,6;14;12;3,5;2;-1,32304302084145;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat6";18;29;72;29;240;0,45;0,725;0,725;6;9;4;12;24,9;40;29;1,9;2;-1,60584462513602;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat7";17;30;84;33;255;0,5;0,882352941176471;0,970588235294118;7;7;5;91;31,3;34;18;4,8;2;0,0987776427115457;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat8";2;2;120;2;80;1;1;1;8;1;10;4;19,1;2;1;1,9;2;-1,76249932543186;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat9";42;55;108;68;541;0,575342465753425;0,753424657534247;0,931506849315068;9;10;2;84;25,1;73;30;6;2;0,026942201646263;3
"HIEsp";2021-04-15;"obs_fjab";"A";"quadrat10";16;18;47;17;200;0,842105263157895;0,947368421052632;0,894736842105263;10;2;8;82;39,4;19;12;5,7;2;-0,0285308288510915;3
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat1";17;21;75;32;437;0,485714285714286;0,6;0,914285714285714;9;3;7;94;19,4;35;16;10,9;2;0,489146715598172;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat2";18;26;70;33;450;0,439024390243902;0,634146341463415;0,804878048780488;10;4;9;9;13,8;41;22;2,2;2;-1,64828078232357;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat3";0;0;10;0;20;0;0;0;1;2;5;14;39,4;4;4;2,8;2;-1,51775288379188;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat4";45;49;80;53;600;0,775862068965517;0,844827586206897;0,913793103448276;2;6;1;20;32,1;58;31;1,9;2;-1,44918992484018;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat5";12;7;60;8;130;0,857142857142857;0,5;0,571428571428571;3;1;4;22;34,6;14;12;3,5;2;-1,32304302084145;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat6";16;24;50;29;303;0,4;0,6;0,725;4;7;2;12;24,9;40;29;1,9;2;-1,60584462513602;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat7";13;23;59;27;340;0,382352941176471;0,676470588235294;0,794117647058823;5;5;3;91;31,3;34;18;4,8;2;0,0987776427115457;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat8";0;0;20;2;120;0;0;1;6;9;8;4;19,1;2;1;1,9;2;-1,76249932543186;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat9";35;45;87;63;660;0,479452054794521;0,616438356164384;0,863013698630137;7;8;10;84;25,1;73;30;6;2;0,026942201646263;2
"HIEsp";2021-04-15;"obs_eppk";"C";"quadrat10";12;16;40;22;197;0,631578947368421;0,842105263157895;1,15789473684211;8;10;6;82;39,4;19;12;5,7;2;-0,0285308288510915;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat1";16;17;76;29;445;0,457142857142857;0,485714285714286;0,828571428571429;7;1;5;94;19,4;35;16;10,9;2;0,489146715598172;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat2";16;24;60;34;303;0,390243902439024;0,585365853658537;0,829268292682927;8;2;7;9;13,8;41;22;2,2;2;-1,64828078232357;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat3";1;0;80;0;80;0,25;0;0;9;10;3;14;39,4;4;4;2,8;2;-1,51775288379188;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat4";33;46;89;55;423;0,568965517241379;0,793103448275862;0,948275862068966;10;4;9;20;32,1;58;31;1,9;2;-1,44918992484018;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat5";6;7;45;7;160;0,428571428571429;0,5;0,5;1;9;2;22;34,6;14;12;3,5;2;-1,32304302084145;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat6";16;18;128;30;290;0,4;0,45;0,75;2;5;10;12;24,9;40;29;1,9;2;-1,60584462513602;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat7";12;21;125;23;390;0,352941176470588;0,617647058823529;0,676470588235294;3;3;1;91;31,3;34;18;4,8;2;0,0987776427115457;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat8";0;2;60;2;123;0;1;1;4;7;6;4;19,1;2;1;1,9;2;-1,76249932543186;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat9";35;41;128;63;534;0,479452054794521;0,561643835616438;0,863013698630137;5;6;8;84;25,1;73;30;6;2;0,026942201646263;2
"HIEsp";2021-04-15;"obs_plpm";"E";"quadrat10";14;16;38;16;153;0,736842105263158;0,842105263157895;0,842105263157895;6;8;4;82;39,4;19;12;5,7;2;-0,0285308288510915;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat1";9;20;50;23;130;0,257142857142857;0,571428571428571;0,657142857142857;5;9;3;94;19,4;35;16;10,9;2;0,489146715598172;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat2";24;27;20;27;149;0,585365853658537;0,658536585365854;0,658536585365854;6;10;5;9;13,8;41;22;2,2;2;-1,64828078232357;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat3";5;3;20;2;190;1,25;0,75;0,5;7;8;1;14;39,4;4;4;2,8;2;-1,51775288379188;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat4";28;42;50;49;370;0,482758620689655;0,724137931034483;0,844827586206897;8;2;7;20;32,1;58;31;1,9;2;-1,44918992484018;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat5";5;5;10;7;165;0,357142857142857;0,357142857142857;0,5;9;7;10;22;34,6;14;12;3,5;2;-1,32304302084145;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat6";15;19;40;22;370;0,375;0,475;0,55;10;3;8;12;24,9;40;29;1,9;2;-1,60584462513602;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat7";5;15;100;29;200;0,147058823529412;0,441176470588235;0,852941176470588;1;1;9;91;31,3;34;18;4,8;2;0,0987776427115457;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat8";0;0;0;2;125;0;0;1;2;5;4;4;19,1;2;1;1,9;2;-1,76249932543186;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat9";20;30;48;54;605;0,273972602739726;0,410958904109589;0,73972602739726;3;4;6;84;25,1;73;30;6;2;0,026942201646263;2
"HIEsp";2021-04-15;"obs_vrqz";"G";"quadrat10";6;8;40;14;249;0,315789473684211;0,421052631578947;0,736842105263158;4;6;2;82;39,4;19;12;5,7;2;-0,0285308288510915;2
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat1";8;18;183;30;506;0,228571428571429;0,514285714285714;0,857142857142857;10;4;8;94;19,4;35;16;10,9;2;0,489146715598172;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat2";20;23;42;33;213;0,48780487804878;0,560975609756098;0,804878048780488;1;5;10;9;13,8;41;22;2,2;2;-1,64828078232357;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat3";0;0;12;0;0;0;0;0;2;3;6;14;39,4;4;4;2,8;2;-1,51775288379188;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat4";30;44;82;51;410;0,517241379310345;0,758620689655172;0,879310344827586;3;7;2;20;32,1;58;31;1,9;2;-1,44918992484018;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat5";7;8;62;8;141;0,5;0,571428571428571;0,571428571428571;4;2;5;22;34,6;14;12;3,5;2;-1,32304302084145;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat6";17;21;46;26;234;0,425;0,525;0,65;5;8;3;12;24,9;40;29;1,9;2;-1,60584462513602;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat7";12;19;82;28;333;0,352941176470588;0,558823529411765;0,823529411764706;6;6;4;91;31,3;34;18;4,8;2;0,0987776427115457;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat8";4;2;25;2;90;2;1;1;7;10;9;4;19,1;2;1;1,9;2;-1,76249932543186;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat9";30;59;160;61;600;0,410958904109589;0,808219178082192;0,835616438356164;8;9;1;84;25,1;73;30;6;2;0,026942201646263;3
"HIEsp";2021-04-15;"obs_cslu";"B";"quadrat10";15;17;76;17;152;0,789473684210526;0,894736842105263;0,894736842105263;9;1;7;82;39,4;19;12;5,7;2;-0,0285308288510915;3
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat1";13;14;120;26;346;0,371428571428571;0,4;0,742857142857143;3;7;1;94;19,4;35;16;10,9;2;0,489146715598172;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat2";21;28;140;33;457;0,51219512195122;0,682926829268293;0,804878048780488;4;8;3;9;13,8;41;22;2,2;2;-1,64828078232357;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat3";2;1;45;2;75;0,5;0,25;0,5;5;6;9;14;39,4;4;4;2,8;2;-1,51775288379188;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat4";40;41;80;51;480;0,689655172413793;0,706896551724138;0,879310344827586;6;10;5;20;32,1;58;31;1,9;2;-1,44918992484018;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat5";19;7;60;7;465;1,35714285714286;0,5;0,5;7;5;8;22;34,6;14;12;3,5;2;-1,32304302084145;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat6";18;21;120;22;360;0,45;0,525;0,55;8;1;6;12;24,9;40;29;1,9;2;-1,60584462513602;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat7";11;17;60;18;420;0,323529411764706;0,5;0,529411764705882;9;9;7;91;31,3;34;18;4,8;2;0,0987776427115457;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat8";1;2;30;2;120;0,5;1;1;10;3;2;4;19,1;2;1;1,9;2;-1,76249932543186;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat9";30;35;80;51;700;0,410958904109589;0,479452054794521;0,698630136986301;1;2;4;84;25,1;73;30;6;2;0,026942201646263;2
"HIEsp";2021-04-15;"obs_atub";"I";"quadrat10";13;14;60;18;206;0,684210526315789;0,736842105263158;0,947368421052632;2;4;10;82;39,4;19;12;5,7;2;-0,0285308288510915;2
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat2";23;26;48;29;230;0,560975609756098;0,634146341463415;0,707317073170732;5;9;4;9;13,8;41;22;2,2;2;-1,64828078232357;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat3";1;1;33;1;42;0,25;0,25;0,25;6;7;10;14;39,4;4;4;2,8;2;-1,51775288379188;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat4";35;30;50;59;420;0,603448275862069;0,517241379310345;1,01724137931034;7;1;6;20;32,1;58;31;1,9;2;-1,44918992484018;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat5";6;4;34;7;88;0,428571428571429;0,285714285714286;0,5;8;6;9;22;34,6;14;12;3,5;2;-1,32304302084145;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat6";16;23;60;25;212;0,4;0,575;0,625;9;2;7;12;24,9;40;29;1,9;2;-1,60584462513602;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat7";7;14;70;24;221;0,205882352941176;0,411764705882353;0,705882352941177;10;10;8;91;31,3;34;18;4,8;2;0,0987776427115457;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat8";1;1;19;2;47;0,5;0,5;1;1;4;3;4;19,1;2;1;1,9;2;-1,76249932543186;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat9";25;42;90;60;491;0,342465753424658;0,575342465753425;0,821917808219178;2;3;5;84;25,1;73;30;6;2;0,026942201646263;4
"HIEsp";2021-04-15;"obs_llba";"H";"quadrat10";10;16;41;16;170;0,526315789473684;0,842105263157895;0,842105263157895;3;5;1;82;39,4;19;12;5,7;2;-0,0285308288510915;4
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat1";20;24;90;69;539;0,240963855421687;0,289156626506024;0,831325301204819;1;5;9;34;14,8;83;46;3,4;1;-1,09349742220549;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat2";15;27;99;54;774;0,197368421052632;0,355263157894737;0,710526315789474;2;6;1;32;25,5;76;41;2,6;1;-1,17615271174184;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat3";2;2;43;3;174;0,4;0,4;0,6;3;4;7;37;33,1;5;1;5;1;-0,94776868066978;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat4";30;36;80;89;669;0,254237288135593;0,305084745762712;0,754237288135593;4;8;3;25;24,6;118;45;1,3;1;-1,38389944800207;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat5";4;4;64;6;265;0,5;0,5;0,75;5;3;6;45;24,6;8;7;4,7;1;-0,807423335797334;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat6";5;5;57;9;319;0,555555555555556;0,555555555555556;1;6;9;4;35;39,5;9;8;3,5;1;-1,06847913286071;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat7";50;103;155;241;960;0,169491525423729;0,349152542372881;0,816949152542373;7;7;5;26;25,1;295;79;6,4;1;-1,08705856826739;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat8";1;1;73;1;149;1;1;1;8;1;10;76;26,9;1;1;6,3;1;-0,113403143226183;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat9";25;30;70;72;701;0,308641975308642;0,37037037037037;0,888888888888889;9;10;2;46;19,4;81;41;5,4;1;-0,749786335605767;2
"BRORUB";2021-04-16;"obs_autm";"A";"quadrat10";40;72;100;146;610;0,170212765957447;0,306382978723404;0,621276595744681;10;2;8;24;18,4;235;57;3,9;1;-1,2621335385363;2
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat1";25;23;49;68;334;0,301204819277108;0,27710843373494;0,819277108433735;9;3;7;34;14,8;83;46;3,4;1;-1,09349742220549;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat2";20;31;68;60;460;0,263157894736842;0,407894736842105;0,789473684210526;10;4;9;32;25,5;76;41;2,6;1;-1,17615271174184;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat3";2;2;43;4;142;0,4;0,4;0,8;1;2;5;37;33,1;5;1;5;1;-0,94776868066978;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat4";40;34;59;91;497;0,338983050847458;0,288135593220339;0,771186440677966;4;6;1;25;24,6;118;45;1,3;1;-1,38389944800207;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat5";1;3;23;9;300;0,125;0,375;1,125;3;1;4;45;24,6;8;7;4,7;1;-0,807423335797334;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat6";5;6;34;11;245;0,555555555555556;0,666666666666667;1,22222222222222;2;7;2;35;39,5;9;8;3,5;1;-1,06847913286071;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat7";45;81;48;242;643;0,152542372881356;0,274576271186441;0,820338983050847;5;5;3;26;25,1;295;79;6,4;1;-1,08705856826739;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat8";2;1;57;1;126;2;1;1;6;9;8;76;26,9;1;1;6,3;1;-0,113403143226183;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat9";20;39;60;65;290;0,246913580246914;0,481481481481481;0,802469135802469;7;8;10;46;19,4;81;41;5,4;1;-0,749786335605767;5
"BRORUB";2021-04-16;"obs_tyds";"C";"quadrat10";45;107;73;161;304;0,191489361702128;0,45531914893617;0,685106382978723;8;10;6;24;18,4;235;57;3,9;1;-1,2621335385363;5
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat1";15;24;187;53;681;0,180722891566265;0,289156626506024;0,63855421686747;7;1;7;34;14,8;83;46;3,4;1;-1,09349742220549;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat2";5;30;232;26;767;0,0657894736842105;0,394736842105263;0,342105263157895;8;2;6;32;25,5;76;41;2,6;1;-1,17615271174184;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat3";2;3;140;1;425;0,4;0,6;0,2;9;10;2;37;33,1;5;1;5;1;-0,94776868066978;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat4";40;54;175;94;398;0,338983050847458;0,457627118644068;0,796610169491525;10;4;9;25;24,6;118;45;1,3;1;-1,38389944800207;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat5";2;4;132;4;370;0,25;0,5;0,5;1;9;3;45;24,6;8;7;4,7;1;-0,807423335797334;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat6";4;6;109;6;280;0,444444444444444;0,666666666666667;0,666666666666667;2;5;10;35;39,5;9;8;3,5;1;-1,06847913286071;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat7";85;35;360;294;2050;0,288135593220339;0,11864406779661;0,996610169491525;4;3;1;26;25,1;295;79;6,4;1;-1,08705856826739;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat8";1;1;216;0;299;1;1;0;3;7;5;76;26,9;1;1;6,3;1;-0,113403143226183;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat9";25;21;218;56;600;0,308641975308642;0,259259259259259;0,691358024691358;5;6;8;46;19,4;81;41;5,4;1;-0,749786335605767;2
"BRORUB";2021-04-16;"obs_rsjk";"E";"quadrat10";23;87;212;147;872;0,0978723404255319;0,370212765957447;0,625531914893617;6;8;4;24;18,4;235;57;3,9;1;-1,2621335385363;2
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat1";15;38;91;85;871;0,180722891566265;0,457831325301205;1,02409638554217;5;9;3;34;14,8;83;46;3,4;1;-1,09349742220549;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat2";8;10;86;29;500;0,105263157894737;0,131578947368421;0,381578947368421;6;10;5;32;25,5;76;41;2,6;1;-1,17615271174184;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat3";2;2;42;3;143;0,4;0,4;0,6;7;8;1;37;33,1;5;1;5;1;-0,94776868066978;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat4";45;72;102;93;303;0,38135593220339;0,610169491525424;0,788135593220339;8;2;7;25;24,6;118;45;1,3;1;-1,38389944800207;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat5";4;5;78;8;303;0,5;0,625;1;9;7;10;45;24,6;8;7;4,7;1;-0,807423335797334;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat7";50;94;138;179;421;0,169491525423729;0,31864406779661;0,606779661016949;1;1;9;26;25,1;295;79;6,4;1;-1,08705856826739;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat8";1;1;80;1;308;1;1;1;2;5;4;76;26,9;1;1;6,3;1;-0,113403143226183;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat9";30;39;89;71;355;0,37037037037037;0,481481481481481;0,876543209876543;3;4;6;46;19,4;81;41;5,4;1;-0,749786335605767;1
"BRORUB";2021-04-16;"obs_hdlk";"G";"quadrat10";25;45;80;255;2495;0,106382978723404;0,191489361702128;1,08510638297872;4;6;2;24;18,4;235;57;3,9;1;-1,2621335385363;1
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat1";23;36;111;65;570;0,27710843373494;0,433734939759036;0,783132530120482;10;4;7;34;14,8;83;46;3,4;1;-1,09349742220549;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat2";18;23;103;58;663;0,236842105263158;0,302631578947368;0,763157894736842;1;5;10;32;25,5;76;41;2,6;1;-1,17615271174184;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat3";2;2;70;3;384;0,4;0,4;0,6;2;3;5;37;33,1;5;1;5;1;-0,94776868066978;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat4";42;65;160;78;532;0,355932203389831;0,550847457627119;0,661016949152542;3;7;2;25;24,6;118;45;1,3;1;-1,38389944800207;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat5";2;4;63;6;382;0,25;0,5;0,75;4;2;4;45;24,6;8;7;4,7;1;-0,807423335797334;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat6";4;5;67;9;404;0,444444444444444;0,555555555555556;1;5;8;3;35;39,5;9;8;3,5;1;-1,06847913286071;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat7";59;103;206;185;941;0,2;0,349152542372881;0,627118644067797;6;6;6;26;25,1;295;79;6,4;1;-1,08705856826739;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat8";1;1;95;1;292;1;1;1;7;10;8;76;26,9;1;1;6,3;1;-0,113403143226183;2
"BRORUB";2021-04-16;"obs_ziwg";"B";"quadrat9";39;40;122;70;695;0,481481481481481;0,493827160493827;0,864197530864197;8;9;1;46;19,4;81;41;5,4;1;-0,749786335605767;2
