"species";"obs_id";"obs_letter";"metric";"quadrat1";"quadrat2";"quadrat3";"quadrat4";"quadrat5";"quadrat6";"quadrat7";"quadrat8";"quadrat9";"quadrat10"
"CALARV2";"obs_cdgr";"C";"count_cells";"13";"20";"1";"60";"28";"21";"107";"0";"44";"27"
"CALARV2";"obs_cdgr";"C";"counting_time_cells";"170";"173";"55";"550";"260";"206";"831";"53";"533";"381"
"CALARV2";"obs_ohjn";"E";"count_30s";"5";"13";"1";"24";"10";"8";"25";"0";"12";"19"
"CALARV2";"obs_ohjn";"E";"count_1m";"9";"14";"1";"41";"21";"9";"75";"0";"34";"23"
"CALARV2";"obs_ohjn";"E";"counting_time_1m";"49";"55";"102";"101";"80";"48";"160";"39";"97";"79"
"CALARV2";"obs_ohjn";"E";"count_cells";"12";"19";"1";"57";"33";"23";"111";"0";"44";"23"
"CALARV2";"obs_ohjn";"E";"counting_time_cells";"175";"453";"260";"373";"841";"252";"1329";"60";"370";"363"
"CALARV2";"obs_vduy";"G";"count_30s";"5";"9";"1";"23";"12";"9";"15";"0";"8";"13"
"CALARV2";"obs_vduy";"G";"count_1m";"8";"23";"1";"31";"22";"12";"38";"0";"29";"20"
"CALARV2";"obs_vduy";"G";"counting_time_1m";"67";"79";"40";"39";"103";"77";"57";"88";"67";"93"
"CALARV2";"obs_vduy";"G";"count_cells";"13";"29";"0";"65";"34";"28";"120";"0";"38";"26"
"CALARV2";"obs_vduy";"G";"counting_time_cells";"235";"357";"123";"625";"366";"363";"824";"140";"445";"292"
"CALARV2";"obs_ilkl";"I";"count_30s";"5";"13";"1";"18";"13";"8";"44";"0";"12";"17"
"CALARV2";"obs_ilkl";"I";"count_1m";"9";"13";"1";"18";"13";"8";"44";"0";"12";"17"
"CALARV2";"obs_ilkl";"I";"counting_time_1m";"34";"30";"23";"34";"32";"23";"43";"29";"29";"46"
"CALARV2";"obs_ilkl";"I";"count_cells";"7";"15";"0";"44";"27";"21";"100";"0";"29";"23"
"CALARV2";"obs_ilkl";"I";"counting_time_cells";"105";"194";"92";"424";"331";"270";"636";"70";"352";"330"
"CARFLA";"experimenter";"experimenter";"vegetation_cover";"89";"69";"66";"98";"72";"84";"94";"86";"94";"95"
"CARFLA";"experimenter";"experimenter";"height_max";"40";"45,1";"28,7";"50";"26,3";"30,2";"34,5";"38,8";"34,2";"56,7"
"CARFLA";"experimenter";"experimenter";"count_TRUE";"56";"95";"0";"98";"78";"86";"113";"0";"244";"128"
"CARFLA";"experimenter";"experimenter";"occupied_cells_TRUE";"34";"39";"0";"48";"44";"37";"53";"0";"67";"49"
"CARFLA";"experimenter";"experimenter";"height_B2";"7,1";"13,1";"13,1";"24,9";"9";"14";"17,5";"9,7";"9,1";"5,6"
"CARFLA";"experimenter";"experimenter";"height_E2";"15,9";"9";"12,7";"19,4";"5,5";"10,1";"11";"18,7";"13,7";"11,8"
"CARFLA";"experimenter";"experimenter";"height_H2";"11,5";"25,4";"2,4";"18,8";"11,1";"11,7";"8,4";"16,3";"9,2";"16,5"
"CARFLA";"experimenter";"experimenter";"height_B5";"6";"0";"12,3";"20,5";"4,3";"6,4";"10,4";"2,6";"6,4";"24,4"
"CARFLA";"experimenter";"experimenter";"height_E5";"8,2";"0";"9,8";"14,9";"0";"6,8";"6,1";"14,1";"6,2";"30,6"
"CARFLA";"experimenter";"experimenter";"height_H5";"7,9";"0";"25,7";"15,1";"5,1";"7,6";"6,9";"22,3";"9,1";"15,7"
"CARFLA";"experimenter";"experimenter";"height_B8";"4,6";"0";"5,4";"13,9";"1,6";"4,6";"11,1";"18,2";"9,3";"16,7"
"CARFLA";"experimenter";"experimenter";"height_E8";"8";"9,5";"5,9";"16,5";"3,7";"6,7";"8,9";"20,8";"6,5";"14,2"
"CARFLA";"experimenter";"experimenter";"height_H8";"7,9";"0";"18";"16,6";"6,8";"11,4";"9,7";"21,5";"8,1";"10,8"
"CARFLA";"obs_lktg";"A";"count_30s";"12";"10";"0";"3";"14";"17";"10";"0";"20";"8"
"CARFLA";"obs_lktg";"A";"count_1m";"8";"25";"0";"5";"24";"6";"18";"0";"29";"20"
"CARFLA";"obs_lktg";"A";"counting_time_1m";"70";"65";"90";"85";"80";"60";"90";"35";"69";"135"
"CARFLA";"obs_lktg";"A";"count_cells";"44";"36";"0";"5";"31";"12";"48";"0";"79";"68"
"CARFLA";"obs_lktg";"A";"counting_time_cells";"650";"544";"60";"300";"405";"360";"647";"60";"690";"918"
"CARFLA";"obs_pgxa";"C";"count_30s";"18";"38";"0";"15";"18";"16";"40";"0";"44";"15"
"CARFLA";"obs_pgxa";"C";"count_1m";"8";"43";"0";"16";"30";"17";"53";"0";"60";"23"
"CARFLA";"obs_pgxa";"C";"counting_time_1m";"230";"255";"167";"289";"120";"214";"407";"71";"238";"216"
"CARFLA";"obs_pgxa";"C";"count_cells";"37";"69";"0";"25";"61";"47";"92";"0";"150";"102"
"CARFLA";"obs_pgxa";"C";"counting_time_cells";"605";"620";"125";"720";"600";"590";"1035";"210";"970";"1180"
"CARFLA";"obs_qsyn";"E";"count_30s";"3";"22";"0";"5";"10";"10";"8";"0";"28";"6"
"CARFLA";"obs_qsyn";"E";"count_1m";"6";"33";"0";"5";"20";"5";"22";"0";"30";"16"
"CARFLA";"obs_qsyn";"E";"counting_time_1m";"120";"110";"30";"120";"75";"60";"100";"60";"120";"120"
"CARFLA";"obs_qsyn";"E";"count_cells";"28";"34";"0";"17";"37";"11";NA;"0";"29";"43"
"CARFLA";"obs_qsyn";"E";"counting_time_cells";"620";"479";"87";"105";"705";"305";NA;"245";"370";"545"
"CARFLA";"obs_dkzp";"G";"count_30s";"4";"11";"0";"2";"7";"6";"15";"2";"16";"4"
"CARFLA";"obs_dkzp";"G";"count_1m";"16";"20";"0";"3";"7";"22";"23";"2";"29";"12"
"CARFLA";"obs_dkzp";"G";"counting_time_1m";"244";"126";"167";"87";"126";"290";"268";"226";"283";"280"
"CARFLA";"obs_dkzp";"G";"count_cells";"17";"32";NA;"18";"51";"32";"57";"2";"104";"18"
"CARFLA";"obs_dkzp";"G";"counting_time_cells";"814";"682";NA;"854";"824";"554";"1412";"391";"1112";"1157"
"CARFLA";"obs_eonq";"B";"count_30s";"1";"7";"0";"0";"7";"1";"4";"0";"12";"3"
"CARFLA";"obs_eonq";"B";"count_1m";"11";"16";"0";"3";"8";"3";"20";"0";"13";"7"
"CARFLA";"obs_eonq";"B";"counting_time_1m";"166";"211";"96";"184";"162";"170";"197";"86";"138";"238"
"CARFLA";"obs_eonq";"B";"count_cells";"29";"60";"0";"32";"46";"37";"73";"7";"110";"52"
"CARFLA";"obs_eonq";"B";"counting_time_cells";"729";"508";"258";"1188";"730";"878";"1185";"521";"2034";"799"
"CARFLA";"obs_fdhm";"I";"count_30s";"5";"10";"0";"1";"8";"3";"4";"0";"15";"5"
"CARFLA";"obs_fdhm";"I";"count_1m";"10";"35";"0";"8";"18";"18";"34";"0";"33";"17"
"CARFLA";"obs_fdhm";"I";"counting_time_1m";"150";"100";"125";"185";"105";"140";"180";"70";"105";"215"
"CARFLA";"obs_fdhm";"I";"count_cells";"39";"65";"0";"18";"57";"47";"58";"0";"140";"64"
"CARFLA";"obs_fdhm";"I";"counting_time_cells";"870";"1260";"200";"555";"798";"805";"965";"165";"1620";"1200"
"CHRALT";"experimenter";"experimenter";"vegetation_cover";"99";"98";"100";"94";"98";"100";"99";"97";"100";"99"
"CHRALT";"experimenter";"experimenter";"height_max";"22,8";"17,4";"20,4";"19,1";"13,7";"13,4";"17,6";"20,6";"17,7";"15,1"
"CHRALT";"experimenter";"experimenter";"count_TRUE";"57";"100";"0";"16";"10";"34";"75";"0";"240";"32"
"CHRALT";"experimenter";"experimenter";"occupied_cells_TRUE";"28";"34";"0";"5";"8";"17";"34";"0";"72";"17"
"CHRALT";"experimenter";"experimenter";"height_B2";"12,2";"5,8";"7,9";"2,9";"9";"3,6";"7,4";"6,9";"9,1";"2"
"CHRALT";"experimenter";"experimenter";"height_E2";"10,9";"3,2";"4,7";"1,1";"2,4";"3,7";"9,9";"5,1";"10,5";"3,2"
"CHRALT";"experimenter";"experimenter";"height_H2";"9,8";"6,7";"1,8";"3,8";"5,6";"4,4";"4";"10,1";"11,4";"5,9"
"CHRALT";"experimenter";"experimenter";"height_B5";"11,2";"7,5";"7,2";"3,1";"1,1";"6,3";"6,1";"4,2";"6,1";"6,2"
"CHRALT";"experimenter";"experimenter";"height_E5";"4,5";"9,8";"4";"6,5";"5,2";"1,1";"9,3";"3,4";"12,7";"4,8"
"CHRALT";"experimenter";"experimenter";"height_H5";"6,9";"4";"4,8";"6,8";"3,3";"5,2";"6,5";"6,9";"5,6";"3,7"
"CHRALT";"experimenter";"experimenter";"height_B8";"7";"6,8";"1,2";"4,5";"1,7";"3,6";"7,2";"5,2";"4,6";"5,3"
"CHRALT";"experimenter";"experimenter";"height_E8";"10,1";"4,9";"5,7";"5";"1,9";"4,4";"8,9";"11,4";"7,5";"6,5"
"CHRALT";"experimenter";"experimenter";"height_H8";"13,4";"5,1";"4,2";"4,3";"3,8";"8,3";"4,4";"5,7";"2,9";"3,2"
"CHRALT";"obs_fxol";"A";"count_30s";"8";"53";"0";"13";"6";"31";"58";"0";"100";"7"
"CHRALT";"obs_fxol";"A";"count_1m";"6";"77";"0";"14";"3";"32";"59";"0";"100";"21"
"CHRALT";"obs_fxol";"A";"counting_time_1m";"57";"125";"60";"39";"27";"72";"138";"120";"180";"60"
"CHRALT";"obs_fxol";"A";"count_cells";"22";"78";"0";"12";"7";"35";"74";"0";"193";"25"
"CHRALT";"obs_fxol";"A";"counting_time_cells";"616";"492";"143";"130";"266";"157";"297";"135";"737";"486"
"CHRALT";"obs_nfsc";"C";"count_30s";"4";"55";"0";"12";"3";"40";"60";"0";"120";"17"
"CHRALT";"obs_nfsc";"C";"count_1m";"5";"90";"0";"14";"3";"35";"67";"0";"164";"26"
"CHRALT";"obs_nfsc";"C";"counting_time_1m";"61";"231";"20";"57";"34";"92";"224";"20";"288";"89"
"CHRALT";"obs_nfsc";"C";"count_cells";"6";"93";"0";"18";"3";"32";"56";"0";"193";"24"
"CHRALT";"obs_nfsc";"C";"counting_time_cells";"321";"413";"125";"334";"157";"369";"691";"171";"735";"410"
"CHRALT";"obs_avas";"E";"count_30s";"6";"50";"11";"0";"3";"30";"45";"0";"65";"10"
"CHRALT";"obs_avas";"E";"count_1m";"5";"59";"0";"12";"3";"29";"35";"0";"135";"24"
"CHRALT";"obs_avas";"E";"counting_time_1m";"40";"60";"30";"30";"15";"47";"137";"36";"155";"46"
"CHRALT";"obs_avas";"E";"count_cells";"10";"96";"0";"13";"3";"34";"52";"0";"201";"21"
"CHRALT";"obs_avas";"E";"counting_time_cells";"200";"423";"10";"130";"60";"208";"212";"10";"714";"195"
"CHRALT";"obs_citm";"G";"count_30s";"4";"35";"0";"12";"3";"25";"50";"0";"50";"11"
"CHRALT";"obs_citm";"G";"count_1m";"5";"44";"0";"11";"3";"29";"58";"0";"108";"19"
"CHRALT";"obs_citm";"G";"counting_time_1m";"70";"130";"60";"30";"15";"60";"150";"60";"180";"60"
"CHRALT";"obs_citm";"G";"count_cells";"5";"89";"0";"13";"3";"35";"77";"0";"200";"19"
"CHRALT";"obs_citm";"G";"counting_time_cells";"140";"670";"60";"180";"240";"265";"420";"60";"1500";"150"
"CHRALT";"obs_cola";"I";"count_30s";"4";"20";"0";"7";"3";"15";"30";"0";"100";"14"
"CHRALT";"obs_cola";"I";"count_1m";"5";"51";"0";"12";"3";"26";"40";"0";"65";"18"
"CHRALT";"obs_cola";"I";"counting_time_1m";"80";"120";"90";"60";"50";"150";"130";"90";"320";"180"
"CHRALT";"obs_cola";"I";"count_cells";"6";"76";"0";"10";"5";"35";"44";"0";"130";"18"
"CHRALT";"obs_cola";"I";"counting_time_cells";"410";"1120";"110";"210";"180";"570";"815";"260";"1460";"380"
"EPIAPH";"experimenter";"experimenter";"vegetation_cover";"90";"98";"98";"97";"87";"98";"32";"97";"7";"28"
"EPIAPH";"experimenter";"experimenter";"height_max";"36,2";"57,5";"21,8";"71,9";"27,6";"21,6";"31,7";"32,1";"14,8";"22"
"EPIAPH";"experimenter";"experimenter";"count_TRUE";"5";"5";"0";"47";"10";"5";"4";"0";"4";"3"
"EPIAPH";"experimenter";"experimenter";"occupied_cells_TRUE";"3";"3";"0";"8";"3";"3";"1";"0";"4";"1"
"EPIAPH";"experimenter";"experimenter";"height_B2";"3,2";"40,4";"2,5";"31,6";"0";"1,6";"1,5";"8,7";"3,1";"0"
"EPIAPH";"experimenter";"experimenter";"height_E2";"5,6";"12,4";"2,7";"13,1";"4,1";"2,4";"9,8";"0";"0";"1,9"
"EPIAPH";"experimenter";"experimenter";"height_H2";"0";"0";"4,2";"31,2";"5,8";"10,9";"4,4";"8,1";"2,4";"0"
"EPIAPH";"experimenter";"experimenter";"height_B5";"6,5";"2,2";"2,9";"4,5";"7";"5,5";"24,2";"7,7";"3,3";"3"
"EPIAPH";"experimenter";"experimenter";"height_E5";"4,3";"3,9";"14,5";"6";"2,2";"5,5";"10,2";"10";"4,2";"3,7"
"EPIAPH";"experimenter";"experimenter";"height_H5";"3,1";"6,3";"3,6";"12,4";"0";"12,7";"14,5";"13,1";"2,9";"1,8"
"EPIAPH";"experimenter";"experimenter";"height_B8";"1,5";"3,6";"2,4";"5,5";"1,5";"4,6";"28,3";"6";"0";"0"
"EPIAPH";"experimenter";"experimenter";"height_E8";"2,9";"5,4";"3,4";"3";"3";"2,1";"9";"23,1";"7,3";"1,7"
"EPIAPH";"experimenter";"experimenter";"height_H8";"2,5";"6,4";"5,3";"4,7";"4,8";"10,1";"0";"19,9";"2,5";"4"
"EPIAPH";"obs_btow";"A";"count_30s";"5";"5";"0";"42";"7";"3";"4";"0";"4";"3"
"EPIAPH";"obs_btow";"A";"count_1m";"4";"5";"0";"42";"7";"2";"4";"0";"4";"3"
"EPIAPH";"obs_btow";"A";"counting_time_1m";"22";"28";"29";"128";"43";"32";"38";"50";"32";"20"
"EPIAPH";"obs_btow";"A";"count_cells";"5";"5";"0";"41";"6";"2";"4";"0";"4";"2"
"EPIAPH";"obs_btow";"A";"counting_time_cells";"105";"80";"34";"230";"120";"110";"70";"70";"90";"45"
"EPIAPH";"obs_afyw";"C";"count_30s";"1";"5";"0";"36";"6";"2";"4";"0";"4";"2"
"EPIAPH";"obs_afyw";"C";"count_1m";"5";"5";"0";"37";"7";"2";"4";"0";"3";"3"
"EPIAPH";"obs_afyw";"C";"counting_time_1m";"22";"24";"15";"78";"55";"42";"38";"30";"33";"26"
"EPIAPH";"obs_afyw";"C";"count_cells";"5";"5";"0";"40";"5";"2";"4";"0";"3";"3"
"EPIAPH";"obs_afyw";"C";"counting_time_cells";"60";"85";"60";"315";"52";"125";"40";"43";"62";"45"
"EPIAPH";"obs_citm";"E";"count_30s";"5";"4";"0";"42";"6";"2";"3";"0";"4";"3"
"EPIAPH";"obs_citm";"E";"count_1m";"5";"5";"0";"39";"6";"2";"4";"0";"3";"3"
"EPIAPH";"obs_citm";"E";"counting_time_1m";"10";"10";"30";"42";"30";"13";"10";"60";"10";"8"
"EPIAPH";"obs_citm";"E";"count_cells";"4";"5";"0";"39";"7";"4";"4";"0";"3";"3"
"EPIAPH";"obs_citm";"E";"counting_time_cells";"40";"55";"60";"210";"90";"55";"71";"60";"40";"48"
"EPIAPH";"obs_ujsl";"G";"count_30s";"5";"5";"0";"40";"9";"3";"4";"0";"3";"3"
"EPIAPH";"obs_ujsl";"G";"count_1m";"5";"5";"0";"45";"10";"3";"4";"0";"3";"3"
"EPIAPH";"obs_ujsl";"G";"counting_time_1m";"32";"34";"55";"100";"62";"30";"28";"80";"25";"44"
"EPIAPH";"obs_ujsl";"G";"count_cells";"5";"5";"0";"46";"10";"5";"4";"0";"4";"3"
"EPIAPH";"obs_ujsl";"G";"counting_time_cells";"52";"91";"55";"325";"145";"147";"73";"42";"136";"60"
"EPIAPH";"obs_qigp";"B";"count_30s";"5";"5";"0";"35";"7";"2";"4";"0";"3";"3"
"EPIAPH";"obs_qigp";"B";"count_1m";"5";"5";"0";"44";"6";"2";"4";"0";"3";"3"
"EPIAPH";"obs_qigp";"B";"counting_time_1m";"20";"15";"7";"80";"20";"16";"10";"18";"10";"15"
"EPIAPH";"obs_qigp";"B";"count_cells";"5";"5";"0";"47";"7";"2";"0";"0";"3";"2"
"EPIAPH";"obs_qigp";"B";"counting_time_cells";"40";"57";"9";"200";"95";"18";"11";"12";"38";"9"
"EPIAPH";"obs_avas";"I";"count_30s";"5";"5";"0";"30";"6";"4";"4";"0";"2";"3"
"EPIAPH";"obs_avas";"I";"count_1m";"5";"5";"0";"36";"9";"3";"4";"0";"3";"3"
"EPIAPH";"obs_avas";"I";"counting_time_1m";"25";"20";"18";"48";"28";"10";"17";"16";"10";"10"
"EPIAPH";"obs_avas";"I";"count_cells";"5";"5";"0";"40";"9";"2";"4";"0";"3";"2"
"EPIAPH";"obs_avas";"I";"counting_time_cells";"41";"63";"32";"147";"78";"25";"30";"65";"41";"24"
"EQUTEL";"experimenter";"experimenter";"vegetation_cover";"97";"96";"97";"95";"100";"98";"86";"95";"99";"98"
"EQUTEL";"experimenter";"experimenter";"height_max";"81,7";"105,5";"106";"107,9";"94,8";"99,9";"83,2";"112,5";"75";"84,4"
"EQUTEL";"experimenter";"experimenter";"count_TRUE";"9";"39";"1";"59";"28";"16";"69";"0";"16";"34"
"EQUTEL";"experimenter";"experimenter";"occupied_cells_TRUE";"7";"28";"1";"41";"25";"13";"52";"0";"14";"26"
"EQUTEL";"experimenter";"experimenter";"height_B2";"21,1";"24";"34,2";"48";"85,7";"52";"33,8";"75,6";"63,6";"25,7"
"EQUTEL";"experimenter";"experimenter";"height_E2";"45,9";"34,1";"35,7";"72,8";"77";"32,7";"49";"56,8";"57,1";"30,5"
"EQUTEL";"experimenter";"experimenter";"height_H2";"43";"32,4";"40,9";"57,9";"53,5";"28,3";"42";"41,7";"70,4";"68,9"
"EQUTEL";"experimenter";"experimenter";"height_B5";"12,4";"34";"26,6";"36,6";"33,6";"16";"62,2";"86,8";"72,2";"30,7"
"EQUTEL";"experimenter";"experimenter";"height_E5";"49,3";"35";"31,4";"63,2";"50";"48,6";"22,7";"104,1";"39,9";"55,4"
"EQUTEL";"experimenter";"experimenter";"height_H5";"61,3";"47,8";"34,1";"49,6";"71,4";"31";"15,5";"92,6";"43,4";"74,2"
"EQUTEL";"experimenter";"experimenter";"height_B8";"26,4";"43,1";"39,8";"62,4";"57,4";"37";"9,1";"62,5";"66,3";"20,5"
"EQUTEL";"experimenter";"experimenter";"height_E8";"61,7";"35,7";"46,4";"41,4";"20,8";"17,1";"22,3";"62,9";"69,5";"17,6"
"EQUTEL";"experimenter";"experimenter";"height_H8";"54,3";"49,7";"43,6";"39,5";"30,5";"48,9";"16,9";"56,3";"52,8";"50,2"
"EQUTEL";"obs_xoto";"A";"count_30s";"6";"25";"0";"52";"18";"13";"41";"0";"14";"24"
"EQUTEL";"obs_xoto";"A";"count_1m";"8";"30";"0";"45";"23";"13";"51";"0";"17";"24"
"EQUTEL";"obs_xoto";"A";"counting_time_1m";"71";"50";"67";"77";"66";"55";"71";"45";"79";"65"
"EQUTEL";"obs_xoto";"A";"count_cells";"9";"33";"1";"63";"26";"16";"60";"0";"17";"31"
"EQUTEL";"obs_xoto";"A";"counting_time_cells";"175";"430";"183";"595";"500";"432";"393";"162";"519";"320"
"EQUTEL";"obs_nzcz";"C";"count_30s";"5";"23";"0";"37";"18";"9";"35";"0";"12";"17"
"EQUTEL";"obs_nzcz";"C";"count_1m";"5";"28";"0";"34";"21";"10";"38";"0";"13";"26"
"EQUTEL";"obs_nzcz";"C";"counting_time_1m";"30";"41";"38";"48";"57";"22";"40";"28";"34";"44"
"EQUTEL";"obs_nzcz";"C";"count_cells";"9";"36";"0";"53";"23";"15";"56";NA;"13";"27"
"EQUTEL";"obs_nzcz";"C";"counting_time_cells";"302";"330";"300";"723";"350";"251";"520";"128";"300";"396"
"EQUTEL";"obs_fbti";"E";"count_30s";"4";"25";"0";"42";"20";"13";"32";"0";"11";"17"
"EQUTEL";"obs_fbti";"E";"count_1m";"8";"26";"1";"43";"21";"13";"40";"0";"15";"24"
"EQUTEL";"obs_fbti";"E";"counting_time_1m";"27";"33";"16";"41";"40";"20";"36";"17";"25";"32"
"EQUTEL";"obs_fbti";"E";"count_cells";"8";"35";"1";"53";"26";"18";"57";"0";"16";"29"
"EQUTEL";"obs_fbti";"E";"counting_time_cells";"173";"391";"88";"472";"424";"310";"757";"190";"223";"462"
"EQUTEL";"obs_size";"G";"count_30s";"8";"32";"0";"52";"28";"15";"45";"0";"14";"31"
"EQUTEL";"obs_size";"G";"count_1m";"10";"33";"1";"48";"26";"14";"55";"0";"16";"33"
"EQUTEL";"obs_size";"G";"counting_time_1m";"58";"79";"60";"87";"71";"45";"74";"51";"64";"59"
"EQUTEL";"obs_size";"G";"count_cells";"8";"37";"1";"56";"27";"16";"66";"0";"16";"33"
"EQUTEL";"obs_size";"G";"counting_time_cells";"408";"580";"327";"610";"402";"316";"441";"217";"339";"570"
"EQUTEL";"obs_zlxw";"B";"count_30s";"8";"25";"0";"35";"19";"12";"35";"0";"14";"22"
"EQUTEL";"obs_zlxw";"B";"count_1m";"8";"34";"1";"50";"26";"17";"51";"0";"15";"23"
"EQUTEL";"obs_zlxw";"B";"counting_time_1m";"42";"89";"35";"125";"45";"60";"76";"54";"79";"27"
"EQUTEL";"obs_zlxw";"B";"count_cells";"9";"38";"1";"54";"28";"16";"72";"0";"16";"32"
"EQUTEL";"obs_zlxw";"B";"counting_time_cells";"411";"405";"258";"919";"905";"499";"866";"0";"744";"460"
"EQUTEL";"obs_ruyi";"I";"count_30s";"5";"21";"0";"32";"16";"12";"29";"0";"12";"16"
"EQUTEL";"obs_ruyi";"I";"count_1m";"5";"21";"0";"35";"19";"12";"29";"0";"14";"18"
"EQUTEL";"obs_ruyi";"I";"counting_time_1m";"25";"150";"15";"90";"120";"30";"35";"15";"30";"70"
"EQUTEL";"obs_ruyi";"I";"count_cells";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"EQUTEL";"obs_ruyi";"I";"counting_time_cells";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"EQUTEL";"obs_phev";"H";"count_30s";"7";"26";"0";"38";"19";"13";"33";"0";"15";"17"
"EQUTEL";"obs_phev";"H";"count_1m";"8";"25";"0";"41";"19";"13";"41";"0";"15";"19"
"EQUTEL";"obs_phev";"H";"counting_time_1m";"15";"15";"10";"30";"15";"15";"25";"15";"20";"15"
"EQUTEL";"obs_phev";"H";"count_cells";"4";"30";"0";"58";"22";"15";"54";"0";"12";"30"
"EQUTEL";"obs_phev";"H";"counting_time_cells";"405";"690";"120";"588";"487";"780";"302";"180";"525";"645"
"ERIANN";"experimenter";"experimenter";"vegetation_cover";"96";"97";"100";"99";"97";"100";"98";"98";"96";"97"
"ERIANN";"experimenter";"experimenter";"height_max";"98,3";"91,6";"109,4";"87,2";"100,1";"103,9";"68,4";"129,7";"89,7";"92,2"
"ERIANN";"experimenter";"experimenter";"count_TRUE";"40";"75";"0";"51";"16";"23";"10";"0";"58";"19"
"ERIANN";"experimenter";"experimenter";"occupied_cells_TRUE";"22";"43";"0";"35";"12";"15";"8";"0";"31";"16"
"ERIANN";"experimenter";"experimenter";"height_B2";"44,3";"53,5";"36,3";"42,8";"21,6";"36,6";"25,7";"19,4";"23,9";"20,5"
"ERIANN";"experimenter";"experimenter";"height_E2";"38,5";"52,7";"45,4";"41,4";"26,5";"40,3";"32,1";"54,7";"58,6";"22,5"
"ERIANN";"experimenter";"experimenter";"height_H2";"33,1";"16,6";"31,5";"28,1";"7,7";"37,7";"25,4";"62,6";"20,6";"12,1"
"ERIANN";"experimenter";"experimenter";"height_B5";"53,4";"30,4";"38,3";"58";"36,4";"20,8";"38,5";"68";"37,8";"28,4"
"ERIANN";"experimenter";"experimenter";"height_E5";"61,4";"62,4";"31,8";"30,1";"34,7";"19,4";"41,6";"55,4";"61,1";"44,6"
"ERIANN";"experimenter";"experimenter";"height_H5";"50,5";"32,8";"33,4";"19";"17,9";"31,9";"9,4";"59,7";"57,4";"33,7"
"ERIANN";"experimenter";"experimenter";"height_B8";"44,6";"66,8";"26,9";"62,5";"39";"41,2";"19,8";"50,5";"34,8";"32,7"
"ERIANN";"experimenter";"experimenter";"height_E8";"57,8";"59,7";"29,6";"69,3";"32";"44,7";"28,6";"31,4";"63,8";"29,7"
"ERIANN";"experimenter";"experimenter";"height_H8";"62,2";"61";"40,5";"63,9";"22,5";"38,8";"18,8";"15,5";"31,4";"29,7"
"ERIANN";"obs_cgkm";"A";"count_30s";"20";"40";"0";"55";"21";"14";"10";"0";"55";"17"
"ERIANN";"obs_cgkm";"A";"count_1m";"53";"63";"0";"54";"20";"16";"9";"0";"39";"20"
"ERIANN";"obs_cgkm";"A";"counting_time_1m";"123";"119";"0";"120";"39";"18";"14";"0";"115";"37"
"ERIANN";"obs_cgkm";"A";"count_cells";"35";"71";"0";"54";"14";"20";"9";"0";"67";"22"
"ERIANN";"obs_cgkm";"A";"counting_time_cells";"327";"719";"0";"725";"197";"337";"143";"0";"716";"359"
"ERIANN";"obs_lqps";"C";"count_30s";"28";"30";"0";"30";"14";"23";"9";"0";"33";"15"
"ERIANN";"obs_lqps";"C";"count_1m";"34";"46";"0";"42";"15";"14";"10";"0";"50";"17"
"ERIANN";"obs_lqps";"C";"counting_time_1m";"54";"45";"0";"38";"41";"20";"15";"0";"67";"17"
"ERIANN";"obs_lqps";"C";"count_cells";"37";"71";"0";"37";"21";"15";"6";"0";"59";"19"
"ERIANN";"obs_lqps";"C";"counting_time_cells";"245";"431";"0";"375";"146";"175";"65";"0";"576";"146"
"ERIANN";"obs_ppmb";"E";"count_30s";"34";"70";"0";"52";"16";"19";"10";"0";"60";"17"
"ERIANN";"obs_ppmb";"E";"count_1m";"40";"73";"0";"54";"18";"19";"10";"0";"62";"26"
"ERIANN";"obs_ppmb";"E";"counting_time_1m";"97";"118";"10";"75";"42";"27";"27";"15";"81";"56"
"ERIANN";"obs_ppmb";"E";"count_cells";"40";"71";"0";"50";"14";"21";"10";"0";"66";"18"
"ERIANN";"obs_ppmb";"E";"counting_time_cells";"275";"690";"12";"500";"270";"734";"210";"20";"634";"200"
"ERIANN";"obs_owlx";"G";"count_30s";"36";"47";"0";"38";"23";"18";"9";"0";"50";"20"
"ERIANN";"obs_owlx";"G";"count_1m";"36";"53";"0";"40";"11";"19";"10";"0";"36";"20"
"ERIANN";"obs_owlx";"G";"counting_time_1m";"62";"137";"3";"103";"70";"130";"65";"16";"143";"96"
"ERIANN";"obs_owlx";"G";"count_cells";"36";"54";"0";"57";"16";"18";"9";"0";"44";"24"
"ERIANN";"obs_owlx";"G";"counting_time_cells";"608";"784";"4";"1047";"207";"278";"164";"2";"847";"693"
"ERIANN";"obs_hrjo";"I";"count_30s";"26";"52";"0";"32";"20";"15";"11";"0";"58";"20"
"ERIANN";"obs_hrjo";"I";"count_1m";"29";"81";"0";"52";"18";"20";"10";"0";"48";"21"
"ERIANN";"obs_hrjo";"I";"counting_time_1m";"96";"157";"0";"128";"60";"47";"28";"0";"163";"101"
"ERIANN";"obs_hrjo";"I";"count_cells";"39";"77";"0";"42";"14";"20";"8";"0";"48";"23"
"ERIANN";"obs_hrjo";"I";"counting_time_cells";"330";"600";"0";"455";"210";"252";"108";"0";"460";"382"
"EROCIC";"experimenter";"experimenter";"vegetation_cover";"35";"30";"38";"43";"46";"16";"15";"52";"42";"50"
